id,task,framework,constraint,fold,type,result,metric,mode,version,params,app_version,utc,duration,training_duration,predict_duration,models_count,seed,info,mae,models_ensemble_count,r2,rmse,acc,auc,balacc,logloss
openml.org/t/359929,Airlines_DepDelay_10M,AutoGluon,12h8c,9,regression,-28.566,neg_rmse,aws,0.3.1b20210908,,"dev [https://github.com/DolanTheMFWizard/automlbenchmark, master, b973c34]",2021-09-09T07:25:44,27682.2,27366.2,121.5,10.0,1252495652,,13.6237,4.0,0.0527492,28.566,,,,
openml.org/t/189356,albert,AutoGluon,12h8c,0,binary,0.783157,auc,aws,0.3.1b20210908,,"dev [https://github.com/DolanTheMFWizard/automlbenchmark, master, b973c34]",2021-09-09T01:51:51,6679.7,6576.1,6.1,14.0,1252495643,,,7.0,,,0.709505,0.783157,0.709505,0.560806
openml.org/t/189356,albert,AutoGluon,12h8c,1,binary,0.78376,auc,aws,0.3.1b20210908,,"dev [https://github.com/DolanTheMFWizard/automlbenchmark, master, b973c34]",2021-09-09T01:56:23,6942.4,6842.1,5.3,14.0,1252495644,,,6.0,,,0.711081,0.78376,0.711081,0.560349
openml.org/t/189356,albert,AutoGluon,12h8c,2,binary,0.784708,auc,aws,0.3.1b20210908,,"dev [https://github.com/DolanTheMFWizard/automlbenchmark, master, b973c34]",2021-09-09T01:49:39,6538.2,6438.8,3.3,14.0,1252495645,,,5.0,,,0.711669,0.784708,0.711669,0.559109
openml.org/t/189356,albert,AutoGluon,12h8c,3,binary,0.780071,auc,aws,0.3.1b20210908,,"dev [https://github.com/DolanTheMFWizard/automlbenchmark, master, b973c34]",2021-09-09T01:49:57,6548.8,6452.1,2.9,14.0,1252495646,,,5.0,,,0.707107,0.780071,0.707107,0.563427
openml.org/t/189356,albert,AutoGluon,12h8c,4,binary,0.782845,auc,aws,0.3.1b20210908,,"dev [https://github.com/DolanTheMFWizard/automlbenchmark, master, b973c34]",2021-09-09T01:47:42,6412.5,6317.1,3.1,14.0,1252495647,,,5.0,,,0.707577,0.782845,0.707577,0.56106
openml.org/t/189356,albert,AutoGluon,12h8c,5,binary,0.782001,auc,aws,0.3.1b20210908,,"dev [https://github.com/DolanTheMFWizard/automlbenchmark, master, b973c34]",2021-09-09T01:47:54,6425.1,6322.3,4.4,14.0,1252495648,,,6.0,,,0.709035,0.782001,0.709035,0.562269
openml.org/t/189356,albert,AutoGluon,12h8c,6,binary,0.78133,auc,aws,0.3.1b20210908,,"dev [https://github.com/DolanTheMFWizard/automlbenchmark, master, b973c34]",2021-09-09T01:54:06,6783.2,6653.2,34.0,14.0,1252495649,,,8.0,,,0.710493,0.78133,0.710493,0.562817
openml.org/t/189356,albert,AutoGluon,12h8c,7,binary,0.789371,auc,aws,0.3.1b20210908,,"dev [https://github.com/DolanTheMFWizard/automlbenchmark, master, b973c34]",2021-09-09T01:49:12,6485.0,6386.0,2.3,14.0,1252495650,,,4.0,,,0.714655,0.789371,0.714655,0.5555
openml.org/t/189356,albert,AutoGluon,12h8c,8,binary,0.781064,auc,aws,0.3.1b20210908,,"dev [https://github.com/DolanTheMFWizard/automlbenchmark, master, b973c34]",2021-09-09T01:53:02,6706.6,6604.7,6.3,14.0,1252495651,,,7.0,,,0.70626,0.781064,0.70626,0.562451
openml.org/t/189356,albert,AutoGluon,12h8c,9,binary,0.783158,auc,aws,0.3.1b20210908,,"dev [https://github.com/DolanTheMFWizard/automlbenchmark, master, b973c34]",2021-09-09T01:54:40,6804.5,6674.9,33.9,14.0,1252495652,,,6.0,,,0.710211,0.783158,0.710211,0.560647
openml.org/t/233212,Allstate_Claims_Severity,AutoGluon,12h8c,0,regression,-1884.38,neg_rmse,aws,0.3.1b20210908,,"dev [https://github.com/DolanTheMFWizard/automlbenchmark, master, b973c34]",2021-09-09T00:18:04,2608.8,2562.8,15.1,12.0,1252495643,,1151.03,5.0,0.576958,1884.38,,,,
openml.org/t/233212,Allstate_Claims_Severity,AutoGluon,12h8c,1,regression,-3456.0,neg_rmse,aws,0.3.1b20210908,,"dev [https://github.com/DolanTheMFWizard/automlbenchmark, master, b973c34]",2021-09-09T00:21:01,2810.3,2768.7,11.6,12.0,1252495644,,1202.45,5.0,-0.372053,3456.0,,,,
openml.org/t/233212,Allstate_Claims_Severity,AutoGluon,12h8c,2,regression,-1840.41,neg_rmse,aws,0.3.1b20210908,,"dev [https://github.com/DolanTheMFWizard/automlbenchmark, master, b973c34]",2021-09-09T00:22:14,2885.8,2854.3,1.1,12.0,1252495645,,1166.61,4.0,0.579164,1840.41,,,,
openml.org/t/233212,Allstate_Claims_Severity,AutoGluon,12h8c,3,regression,-2135.25,neg_rmse,aws,0.3.1b20210908,,"dev [https://github.com/DolanTheMFWizard/automlbenchmark, master, b973c34]",2021-09-09T00:28:12,3235.8,3189.6,15.2,12.0,1252495646,,1167.78,5.0,0.460708,2135.25,,,,
openml.org/t/233212,Allstate_Claims_Severity,AutoGluon,12h8c,4,regression,-1849.17,neg_rmse,aws,0.3.1b20210908,,"dev [https://github.com/DolanTheMFWizard/automlbenchmark, master, b973c34]",2021-09-09T00:19:21,2702.7,2655.6,16.9,12.0,1252495647,,1167.5,5.0,0.581477,1849.17,,,,
openml.org/t/233212,Allstate_Claims_Severity,AutoGluon,12h8c,5,regression,-1934.15,neg_rmse,aws,0.3.1b20210908,,"dev [https://github.com/DolanTheMFWizard/automlbenchmark, master, b973c34]",2021-09-09T00:29:21,3298.5,3249.5,18.0,12.0,1252495648,,1171.03,7.0,0.55434,1934.15,,,,
openml.org/t/233212,Allstate_Claims_Severity,AutoGluon,12h8c,6,regression,-1990.9,neg_rmse,aws,0.3.1b20210908,,"dev [https://github.com/DolanTheMFWizard/automlbenchmark, master, b973c34]",2021-09-09T00:23:12,2919.2,2872.4,16.6,12.0,1252495649,,1194.79,4.0,0.57265,1990.9,,,,
openml.org/t/233212,Allstate_Claims_Severity,AutoGluon,12h8c,7,regression,-11036.3,neg_rmse,aws,0.3.1b20210908,,"dev [https://github.com/DolanTheMFWizard/automlbenchmark, master, b973c34]",2021-09-09T00:23:19,2927.8,2880.6,16.3,12.0,1252495650,,1278.32,7.0,-13.7049,11036.3,,,,
openml.org/t/233212,Allstate_Claims_Severity,AutoGluon,12h8c,8,regression,-1868.58,neg_rmse,aws,0.3.1b20210908,,"dev [https://github.com/DolanTheMFWizard/automlbenchmark, master, b973c34]",2021-09-09T00:22:02,2847.4,2797.2,19.2,12.0,1252495651,,1159.0,8.0,0.574127,1868.58,,,,
openml.org/t/233212,Allstate_Claims_Severity,AutoGluon,12h8c,9,regression,-1876.9,neg_rmse,aws,0.3.1b20210908,,"dev [https://github.com/DolanTheMFWizard/automlbenchmark, master, b973c34]",2021-09-09T00:17:39,2580.0,2530.6,18.8,12.0,1252495652,,1169.72,8.0,0.581008,1876.9,,,,
openml.org/t/10090,amazon-commerce-reviews,AutoGluon,12h8c,0,multiclass,-0.957855,neg_logloss,aws,0.3.1b20210908,,"dev [https://github.com/DolanTheMFWizard/automlbenchmark, master, b973c34]",2021-09-09T00:52:30,3123.0,3091.1,14.3,14.0,1252495643,,,4.0,,,0.833333,,0.833333,0.957855
openml.org/t/10090,amazon-commerce-reviews,AutoGluon,12h8c,1,multiclass,-0.815705,neg_logloss,aws,0.3.1b20210908,,"dev [https://github.com/DolanTheMFWizard/automlbenchmark, master, b973c34]",2021-09-09T00:52:20,3109.2,3076.4,14.8,14.0,1252495644,,,4.0,,,0.913333,,0.913333,0.815705
